Question ,Question Text,Comment
2,What is one thing you would like your organization to START doing to make it a better place to work?,Have leadership more involved and interested in the backshop.
2,What is one thing you would like your organization to START doing to make it a better place to work?,a renewed focus on operational excellence.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Allow for comp. time rather than flex hours. Its honestly easier to balance. Being able to bank extra hours worked and use them as another form of leave is nice and ends up working better than just flexing hours within the pay period.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Offer maternity/paternity leave
2,What is one thing you would like your organization to START doing to make it a better place to work?,Consider adding paid leave for new mothers/fathers
2,What is one thing you would like your organization to START doing to make it a better place to work?,"Contribute funds to the health savings account, I have worked for employers that provide $1,000 per year."
2,What is one thing you would like your organization to START doing to make it a better place to work?,Give parental leave.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Seek out more training opportunities
2,What is one thing you would like your organization to START doing to make it a better place to work?,"I would really like it if this organization would do a little better at consulting the workforce prior to committing to a product/feature. They are already pretty great at it, but there is the occasional instance where the management will bite off more than the workforce can chew."
2,What is one thing you would like your organization to START doing to make it a better place to work?,Effective communication
2,What is one thing you would like your organization to START doing to make it a better place to work?,"It would be difficult to ask them to do more than they already have. We're an amazing organization, if it aint broke..."
2,What is one thing you would like your organization to START doing to make it a better place to work?,get to know the people outside corp.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Work on better communication between the different groups. Leadership and sections don't have an issue with communication but different sections (Contracts/Finance/Engineering) can.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Better refreshments
2,What is one thing you would like your organization to START doing to make it a better place to work?,4-day work week
2,What is one thing you would like your organization to START doing to make it a better place to work?,Have a more consistent vision with the direction of the different organizations.
2,What is one thing you would like your organization to START doing to make it a better place to work?,-
2,What is one thing you would like your organization to START doing to make it a better place to work?,Improve communication of changes and priorities
2,What is one thing you would like your organization to START doing to make it a better place to work?,Better defining job descriptions.
2,What is one thing you would like your organization to START doing to make it a better place to work?,"The company can improve communication. Everybody is nice and helpful, but sometimes info tends to get lost or be obscure"
2,What is one thing you would like your organization to START doing to make it a better place to work?,Nothing comes to mind
2,What is one thing you would like your organization to START doing to make it a better place to work?,An option to work four 10-hour days would be nice.
2,What is one thing you would like your organization to START doing to make it a better place to work?,"Look into more benefits, such as Paternity Leave."
2,What is one thing you would like your organization to START doing to make it a better place to work?,Keep on keeping on.
2,What is one thing you would like your organization to START doing to make it a better place to work?,To be a little more open with communication.  They do pretty well with it but I feel that it could be better.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Would recommend an initiative to better train the team members that are embedded with the customers on how to identify opportunities.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Have more varied work.
2,What is one thing you would like your organization to START doing to make it a better place to work?,"When team members leave, let organization know who is now responsible for those tasks."
2,What is one thing you would like your organization to START doing to make it a better place to work?,"Greater transparency into how overhead budgets are determined, how the debt that was incurred w/ the transition to ESOP is managed."
2,What is one thing you would like your organization to START doing to make it a better place to work?,N/A
2,What is one thing you would like your organization to START doing to make it a better place to work?,"They've actually already starting doing the things they need to do to make i3 a better place to work. Our leadership recognized that certain decisions were being made by other leaders, and valuable employees were leaving to seek better opportunities. Our leadership took quick action to hear what the employees had to say and made the necessary corrections."
2,What is one thing you would like your organization to START doing to make it a better place to work?,Being more clear on up coming changes
2,What is one thing you would like your organization to START doing to make it a better place to work?,The ability to work remote in certain positions.  Work/life balance.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Document processes for new hires to learn.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Maybe a bit more communication from the C-suite.  I have unique opportunities to interact with them at times.  And they will talk to literally anyone when you meet them in the hallways.  But maybe a bit more on the status of the company regularly?
2,What is one thing you would like your organization to START doing to make it a better place to work?,Develop new types of products; regular pay raises besides COLA
2,What is one thing you would like your organization to START doing to make it a better place to work?,"Less meetings, not only does the amount of meetings weigh down productivity but sometimes it can cause doubt in your work because of the amount of voices chiming in on certain projects"
2,What is one thing you would like your organization to START doing to make it a better place to work?,Promoting and utilizing a hybrid work schedule
2,What is one thing you would like your organization to START doing to make it a better place to work?,Commercial work
2,What is one thing you would like your organization to START doing to make it a better place to work?,wage transparency
2,What is one thing you would like your organization to START doing to make it a better place to work?,Having more flexibility with working hybrid/remote
2,What is one thing you would like your organization to START doing to make it a better place to work?,Nothing
2,What is one thing you would like your organization to START doing to make it a better place to work?,Include more team members in company events such as the triathlon.
2,What is one thing you would like your organization to START doing to make it a better place to work?,"legitimate org charts with assigned responsibilities
usually go through one or two org shuffles a year and leaves alot of room for guessing on the reporting and responsibilities part since the changes aren't widely or clearly broadcasted"
2,What is one thing you would like your organization to START doing to make it a better place to work?,Reintroduce chick-fil-a on the first floor if possible.
2,What is one thing you would like your organization to START doing to make it a better place to work?,"I would like to see our organization take more care in supporting contracts' concerns rather than solely allowing PM's to make decisions that put the company at far more risk that necessary. I understand the PMs are focused on keeping the customer happy however they should NOT be making contractual decisions that put the company at risk. As ""Team Member Owners"" they are ignoring the interest of the company to prevent themselves from feeling uncomfortable when talking to the Customer. We need more transparency with the Government Customers on the Contracts side and the PM team needs to step back slightly from trying to prevent that communication. It's going to get us into an unfortunate situation sooner or later."
2,What is one thing you would like your organization to START doing to make it a better place to work?,Pay better.
2,What is one thing you would like your organization to START doing to make it a better place to work?,"In my opinion, it would benefit i3 to prioritize the needs of its team members and expand their offerings by setting aside political and personal agendas. Employees simply want the flexibility to balance work and life. Implementing a hybrid work schedule would alleviate the current space constraints, enhance employee satisfaction, and boost productivity (as supported by numerous studies). It is also reasonable to set expectations for team members in a more hybrid work environment to ensure deadlines are met as expected. The company's inability to hire new talent and retain existing employees is largely due to leadership's resistance to adapt and evolve."
2,What is one thing you would like your organization to START doing to make it a better place to work?,Honestly right now there are so many opportunities I don't see anything that needs to be started right now.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Student loan assistance. Home office stipend.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Listening to the employees with their needs on career development and not putting it on the back burner and straight up not dealing with it. Another thing that could be done is telling us why our bonuses are lower than others who are in similar positions.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Remote days
2,What is one thing you would like your organization to START doing to make it a better place to work?,no suggestions at this time.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Publish or announce plans/strategies for the next 1-3 years.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Would be great to have a means to share technical work being done across the company. Sometimes people get heads down and don't realize or appreciate work being done in other areas of the company.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Offer paternity leave instead of having to use PTO.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Alternative Work Schedules or remote work
2,What is one thing you would like your organization to START doing to make it a better place to work?,They've done about all they can. My organization has little control over my work environment.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Notify org leaders and above when backshop team members are replaced
2,What is one thing you would like your organization to START doing to make it a better place to work?,Not sure
2,What is one thing you would like your organization to START doing to make it a better place to work?,Transition to a 9/80 work schedule.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Have larger meeting spaces for when they hold informational meetings.
2,What is one thing you would like your organization to START doing to make it a better place to work?,more interaction from upper management
2,What is one thing you would like your organization to START doing to make it a better place to work?,Emphasize work/life balance
2,What is one thing you would like your organization to START doing to make it a better place to work?,I honestly have not even found one thing I would like to change yet.
2,What is one thing you would like your organization to START doing to make it a better place to work?,I have no recommendations at this time
2,What is one thing you would like your organization to START doing to make it a better place to work?,Allow more time to work from home.
2,What is one thing you would like your organization to START doing to make it a better place to work?,I can't really think of anything.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Regular information sessions to improve communication up and down the chain of command
2,What is one thing you would like your organization to START doing to make it a better place to work?,More communication.  Our group is outside the main organization so we don't know much about what else is going on.  Our quarterly lunches have dropped off again.  Some emails to the groups or meetings would be nice.
2,What is one thing you would like your organization to START doing to make it a better place to work?,"I feel like they could do a better job seeking to promote from within. It feels like there are ""niche"" people that are involved in the advancement, but not others."
2,What is one thing you would like your organization to START doing to make it a better place to work?,More direct contact/interaction with the managers we report to.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Start to allow employees to purchase stock.
2,What is one thing you would like your organization to START doing to make it a better place to work?,"More clarity on how the ESOP will be paid off (estimated schedule, etc.)"
2,What is one thing you would like your organization to START doing to make it a better place to work?,Return to the standards at which they hold people accountable.
2,What is one thing you would like your organization to START doing to make it a better place to work?,"I feel that over the years we have instituted many initiatives that were well thought out, and I'm at a loss for something we need to do that we're not."
2,What is one thing you would like your organization to START doing to make it a better place to work?,Too many bosses not enough leaders
2,What is one thing you would like your organization to START doing to make it a better place to work?,"Equalize bonus values across the spectrum; thus, rewarding becomes meaningful, respected, and honorable."
2,What is one thing you would like your organization to START doing to make it a better place to work?,Holding more all-hands meetings.
2,What is one thing you would like your organization to START doing to make it a better place to work?,A little better communication from the top down.
2,What is one thing you would like your organization to START doing to make it a better place to work?,"Leadership needs to engage with and hear from non-management position people more, increase communication, and be more inclusive."
2,What is one thing you would like your organization to START doing to make it a better place to work?,n/a
2,What is one thing you would like your organization to START doing to make it a better place to work?,"Better communication about the future of programs, Business units, and company"
2,What is one thing you would like your organization to START doing to make it a better place to work?,"We often say. ""We hire smart people to tell us how to do"" --- Lets start doing that"
2,What is one thing you would like your organization to START doing to make it a better place to work?,More admin support of contracts
2,What is one thing you would like your organization to START doing to make it a better place to work?,Nothing
2,What is one thing you would like your organization to START doing to make it a better place to work?,N/a
2,What is one thing you would like your organization to START doing to make it a better place to work?,I do not have any recommendation.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Establish a Wellness Program where up to $500 can be earned to help pay medical expenses.
2,What is one thing you would like your organization to START doing to make it a better place to work?,There isn't much that I would change.  The company is doing everything required to be successful.
2,What is one thing you would like your organization to START doing to make it a better place to work?,More health and fitness involvement.  We sit for so long each day and that is so unhealthy.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Paid paternity leave.
2,What is one thing you would like your organization to START doing to make it a better place to work?,No change needed.
2,What is one thing you would like your organization to START doing to make it a better place to work?,I can't think of anything that i3 can START doing. We are already doing everything to make this the best company in North Alabama.
2,What is one thing you would like your organization to START doing to make it a better place to work?,I don't know
2,What is one thing you would like your organization to START doing to make it a better place to work?,"Compared to other places I have worked and other companies I have to work with, I do not think there is anything reasonable to ask them to do more of."
2,What is one thing you would like your organization to START doing to make it a better place to work?,Nothing
2,What is one thing you would like your organization to START doing to make it a better place to work?,"Despite already doing a fantastic job, there is always room for improvement and growth. One area that could be further enhanced to make the workplace even better is to put a greater emphasis on employee recognition and appreciation. This could include regular acknowledgement of individual achievements and contributions, as well as team-wide celebrations of successes. A culture of appreciation can help boost morale, foster a sense of belonging, and motivate employees to continue doing their best work. By placing a stronger emphasis on employee recognition, the organization can further establish itself as a positive and supportive workplace"
2,What is one thing you would like your organization to START doing to make it a better place to work?,"As geographically separated worker I would like a little more time spent giving us the same conditions that exist at our corporate office. They do a great job, but we are not quite there."
2,What is one thing you would like your organization to START doing to make it a better place to work?,"I dont know of anything that could make it any better, at least not right off."
2,What is one thing you would like your organization to START doing to make it a better place to work?,More one on one in person team meetings/bonding events
2,What is one thing you would like your organization to START doing to make it a better place to work?,Paternity leave
2,What is one thing you would like your organization to START doing to make it a better place to work?,Start performing more on site visits for those located off site. Quarterly meetings etc
2,What is one thing you would like your organization to START doing to make it a better place to work?,I can't think of anything
2,What is one thing you would like your organization to START doing to make it a better place to work?,"Increase knowledge resources, such as in company access to certification trainings"
2,What is one thing you would like your organization to START doing to make it a better place to work?,"I3 is great with Training and it is something that is already in place, but if they could assist with more specific technical training I believe it would benefit many employees."
2,What is one thing you would like your organization to START doing to make it a better place to work?,Nothing I can think of at the moment I feel like we all try really hard to make the company better
2,What is one thing you would like your organization to START doing to make it a better place to work?,Maybe celebrate black history month and pride month?
2,What is one thing you would like your organization to START doing to make it a better place to work?,Teleworking opportunities.
2,What is one thing you would like your organization to START doing to make it a better place to work?,-
2,What is one thing you would like your organization to START doing to make it a better place to work?,no comments
2,What is one thing you would like your organization to START doing to make it a better place to work?,Have more family friendly events after work or on weekends. We have the Trash Panda's game but what about Havoc or monster truck shows or other events that come to Huntsville.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Nothing should change from my perspective.
2,What is one thing you would like your organization to START doing to make it a better place to work?,"The only thing I can think of is to offer some cybersecurity certification classes onsite, or become an organization that could certify individuals in cybersecurity."
2,What is one thing you would like your organization to START doing to make it a better place to work?,Nothing to report.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Not sure as I am pleasantly satisfied with the environment.
2,What is one thing you would like your organization to START doing to make it a better place to work?,N/A
2,What is one thing you would like your organization to START doing to make it a better place to work?,N/A
2,What is one thing you would like your organization to START doing to make it a better place to work?,Flexibility
2,What is one thing you would like your organization to START doing to make it a better place to work?,I feel the company is already doing quite a lot to make it a great place to work. I have no comments here.
2,What is one thing you would like your organization to START doing to make it a better place to work?,not much - have been so extremely pro-active in making me feel like a team member
2,What is one thing you would like your organization to START doing to make it a better place to work?,More interaction from corporate with the people that are working on the different contracts and bases.
2,What is one thing you would like your organization to START doing to make it a better place to work?,"It is already a great place to work, I have no current suggestions"
2,What is one thing you would like your organization to START doing to make it a better place to work?,Ensure everyone supports and goes by the growth from within concept.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Use performance metrics to go along with customer feedback.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Its great the way it is.
2,What is one thing you would like your organization to START doing to make it a better place to work?,"Financial classes explaining the different mutual funds that we are offered.  Flexible days of working, for example 9/80 or 4/10 work weeks."
2,What is one thing you would like your organization to START doing to make it a better place to work?,"I would like to see more internal hiring. This seems more common for corporate positions, but impossible for positions that are customer support."
2,What is one thing you would like your organization to START doing to make it a better place to work?,Creating more involvement with people that work on the Arsenal. I feel like there's a lot more interaction among the employees at HQ and not enough for offsite employees.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Expand military benefits for paid leave when called to active duty (reserve & national guard service member/employees)
2,What is one thing you would like your organization to START doing to make it a better place to work?,"Paternity leave.  Fathers deserve time off, post-partum, as much as mothers do.  They shouldn't have to use vacation time for this."
2,What is one thing you would like your organization to START doing to make it a better place to work?,Nothing/too new to provide perspective.
2,What is one thing you would like your organization to START doing to make it a better place to work?,"I would like to see them hire more of the contractors I work with, so that it would be more likely that they would stay in the government organization I support.  I know that this is not withing their control, but often contractors change jobs because they don't like the company they work for, and I do not know anyone who doesn't like working to i3."
2,What is one thing you would like your organization to START doing to make it a better place to work?,I think they are doing everything well.
2,What is one thing you would like your organization to START doing to make it a better place to work?,"Currently, there is nothing that I can think of to make it better."
2,What is one thing you would like your organization to START doing to make it a better place to work?,"Being more transparent about programs and opportunities, at least within business units"
2,What is one thing you would like your organization to START doing to make it a better place to work?,"orientation to your work environment, separate from onboarding"
2,What is one thing you would like your organization to START doing to make it a better place to work?,The company does so much for the employee and the community.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Change the timesheet signing from one week to every two weeks.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Give employee departure notifications
2,What is one thing you would like your organization to START doing to make it a better place to work?,I honestly don't know.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Monthly/Weekly team lunches!
2,What is one thing you would like your organization to START doing to make it a better place to work?,Nothing I can think of
2,What is one thing you would like your organization to START doing to make it a better place to work?,Nothing
2,What is one thing you would like your organization to START doing to make it a better place to work?,can't think of one
2,What is one thing you would like your organization to START doing to make it a better place to work?,nothing
2,What is one thing you would like your organization to START doing to make it a better place to work?,Additional training/info on the travel process. Allow employees to book flights with their personal cards if preferred.
2,What is one thing you would like your organization to START doing to make it a better place to work?,While I'm sure there are areas for improvement I can't think of anything at the moment.
2,What is one thing you would like your organization to START doing to make it a better place to work?,Use our contractor email addresses so we don't have to constantly check both.
2,What is one thing you would like your organization to START doing to make it a better place to work?,I enjoy my job the way it is at the moment.
2,What is one thing you would like your organization to START doing to make it a better place to work?,AWS- Off every other Friday
2,What is one thing you would like your organization to START doing to make it a better place to work?,Create more engaging applications.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,"Formal business casual/business formal dress codes, transition to a more casual environment for the average individual contributor."
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Nothing
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Less Large parties with unlimited alcohol; and more gift cards or small bonuses for individuals that work hard or get shout outs.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Nothing I can think of off the top of my head.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,N/A
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,N/A
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,N/A
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,I can't think of anything
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,N/A
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Not sure if there is anything they should stop doing.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,N/A
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Nothing
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Nothing comes to mind...
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Fewer meetings
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,nothing comes to mind
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Not allowing remote work
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Consistently applying corporate cultural values
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Duplicate meetings.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,"Nothing. Over the past year, new management has listened to the staff's feedback and made changes to improve our workplace."
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,N/A
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,There is nothing I can think of that i3 should change.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,n/a
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Can't think of anything.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Can't think of anything
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Lunch and Learns.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,The organization is amazing and we are so close to one another. One thing I would suggest is that we realize that business still has to continue and set emotions aside.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,I can't think of anything.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Stop allowing management to be hostile.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,"Rarely, situations are treated in a generalized manner. I would like more specificity at times."
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,I can't think of anything.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,I think we have a couple books recommended for new hires to read that I personally wouldn't recommend.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Can't think of anything.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,can't think of anything
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Stop forcing people to come into the office who work better or are more efficient and comfortable working from home.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,N/A
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,"not much at all, but don't be afraid to challenge culture to get improvement. For example, process and rigor are associated with limiting creativity and personal growth for some reason, yet these are foundational to maturing a company and an organization. There's a healthy balance."
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,The portfolios and the C-suite seems to be dominated by white men. i3 could use a little diversity. It would also be nice if directors had a bit more experience. Directors are very young and seem to be hand selected based on favoritism.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Nothing that I can think of.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Can't think of anything
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,I can't think of anything. This really is a great place to work!
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,"Some mandatory meetings often feel forced, but I do also understand why they take place because i3 has an amazing culture and we are constantly trying to maintain that."
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,N/A
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,nothing comes to mind!
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,They must change the office culture of not accepting new employees. (Office Clicks)
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,N/A
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,N/A
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Nothing I can think of at the moment.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,I honestly can't think of anything.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Unsure!
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Raising the cost of medical coverage so much.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Stop hiring upper level staff as business development.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,NA
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,I have been sitting here for about 20 minutes now and I can't think of anything that I really want this company to stop doing.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,not socializing with Team member
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,"Again, it's pretty awesome here. Keep on keeping on!"
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,I don't see much that they need to stop doing that I'm aware of.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,N/A
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Nothing
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Being afraid to be more transparent with employees.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,-
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Over-encouraging change
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Nothing comes to mind
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,N/A
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,None that come to mind.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Stop thinking you need to change.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,I’m honestly not sure what to put here.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Would like organization to lighten up on the leadership training.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Placing job opportunities without the pay range included.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Mandatory CDAPs
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,N/A
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,"Overall things are very good right now. The only negative to working in government contracting is that the pay is more competitive elsewhere. But that is one thing i3 is working on, improving the overall pay within reason due to government constraints on pay."
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Be more receptive of questions
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,n/a
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Creating more and more teams chats
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Honestly can't think of anything.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,"Pretending like its a perfect place to work; it is a good place to work, but it is far from perfect, and acting like its perfect can be annoying to people who knows its not. (For the record, not everyone acts like its perfect, but there's enough that it is a noticeable trend unfortunately)"
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,N/A
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,"While it is important to attend meetings for various reasons, sometimes it feels like there are too many meetings at one time and it makes it hard to complete some job duties. Which can cause team members to feel as if they may be falling behind on meeting work deadlines."
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Growing so fast
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,keeping teams in the dark
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Nothing
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,N/A
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,"redefining roles, words, and terms,"
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Stop strict IT permissions if possible. Some network rules block me from doing my work.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,"I would really like operations to be removed from any approval processes. It does not seem like a sensible group to include as the majority of our operations folks are not aware of, nor tracking what is relevant to these approvals. From what I have seen those requesting approval are generally explaining to ops what they are approving rather than ops already having an awareness and being able to provide an informed approval."
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Paying less.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,"""I hope our organization can cease micromanaging its team members. Initially, leadership emphasized that they would not micromanage and would support their team members when needed. However, this approach has changed over time and the team is now heavily monitored, as evidenced by the requirement to stay in their seat until 5pm (being in a seat doesn't equate to productivity)."
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,May need to curtail some of the growth initiatives as we continue to grow rapidly.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,"Nothing comes to mind,"
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Quit doing those fire alarm tests first thing in the morning.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,n/a
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,no suggestions at this time
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,nothing
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,There is nothing I would want the company to stop doing.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Nothing
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,"Don't withhold information to disseminate at all hands meetings. All the content, org charts, etc. should be easy to find and continually update on SharePoint."
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,I cannot identify any thing that we should stop doing at this point.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Nothing
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Nothing
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,N/A
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Nothing.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,nothing.... there is nothing they could stop doing.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Allowing non-performers
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Still no answer for this
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,I have no recommendations at this time
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,n/a
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,"Again, I don't really have any complaints."
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,I wouldn't change anything at this point
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,From my prospective I don't have any suggestions at the moment
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,I really cannot think of anything that needs to be stopped.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Subcontract out the employees less so that they can work directly for i3 and more easily interact with the others at i3.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Sometimes I feel like we are trying too hard to be different. We just need to be authentic.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,I can't think of anything they should stop doing.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Nothing comes to mind
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Promoting and bringing in employees that don't actually hold the values the company was established with.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Similar to above.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Stop trying to develop good managers
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,They could refrain from selective internships that nearly guarantee 'points-of-friction' between team members - the practice risks crippling long-term employee loyalty.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Nothing.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Stop being reactive and be more focused on planned efforts and communication.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,n/a
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Nothing
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Looking up and out and start looking down and in.
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Nothing
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,Nothing
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,N/a
3,What is one thing you would like your organization to STOP doing to make it a better place to work?,I do not have any recommendation.
